"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: impl","Param: payloadType","Param: seed","Param: size","Param: testType","Param: threads"
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,59.953509,3.860496,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,even,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,44285.008755,462.936969,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,42916.294223,455.624005,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,33823.037579,248.069624,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,27354.243126,293.549149,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,4223.447536,104.020566,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,330.809420,18.030139,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,even,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,20624.554819,296.412063,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,19677.645617,176.396503,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,11475.479459,481.054397,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,8307.371335,467.604557,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,560.412304,50.215663,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,103.029740,4.567535,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,even,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,56525.404275,464.634460,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,55333.306506,453.867234,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,42632.806234,313.451417,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,36067.556680,356.319184,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,6065.774688,349.104940,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,366.663002,33.870936,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,even,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,28665.227028,189.481035,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,26860.293042,274.039852,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,17958.407069,677.206045,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,13245.457359,554.448770,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,1227.849115,98.507813,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,180.764567,7.523043,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,even,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,37966.950614,259.222181,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,36220.773755,116.759000,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,26253.157685,1205.679921,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,21392.802078,238.526461,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,2397.339120,129.817316,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,284.664533,8.756354,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,even,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,19341.529617,170.231981,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,18046.487009,75.503183,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,9548.074650,86.160176,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,5602.393781,44.490314,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,730.351902,2.884301,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,84.325108,1.879457,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,iterate,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,71647.735197,197.552505,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,65461.640399,723.278644,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,59309.830915,568.001978,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,47145.390705,891.941351,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,8950.814559,112.692295,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,806.864637,19.132283,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,iterate,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,27444.983836,359.940413,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,25786.017316,142.792072,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,15908.732906,204.228033,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,10303.183095,97.312768,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,1440.563287,20.494968,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,169.703096,3.380675,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,iterate,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,71968.453665,399.316558,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,70182.903886,349.205137,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,57697.335061,284.504091,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,47103.584700,196.275480,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,9529.578747,177.918741,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,796.441741,16.270269,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,iterate,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,38419.462795,136.104186,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,36773.971958,106.777204,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,26255.567607,138.642580,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,18382.523703,103.217051,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,2795.063825,45.637655,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,321.904212,10.908883,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,iterate,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,52104.478953,246.195691,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,53444.900569,908.693812,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,39837.213657,286.771994,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,30332.112699,234.539629,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,5096.595537,60.973042,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,580.719257,9.444628,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,iterate,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,19478.752145,170.641893,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,18373.101280,102.565974,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,10207.893498,42.746482,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,6606.986155,40.078884,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,626.373080,31.229572,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",1,40,78.455451,4.799592,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,1
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,46956.800771,266.896818,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,45315.504500,321.637784,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,35183.359067,723.856641,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,25446.553918,229.497715,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,4354.802018,99.635337,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",16,40,314.774526,17.589114,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,16
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,26106.205754,195.169741,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,24598.826672,255.359381,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,15755.975177,75.560037,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,10622.775766,70.982983,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,1041.150759,41.170770,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",2,40,129.547236,3.524649,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,2
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,59768.834900,441.866785,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,58480.682380,464.843264,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,48332.164040,380.670069,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,35674.354023,385.066464,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,6246.170598,255.332063,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",32,40,350.601017,36.365802,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,32
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,34673.048416,290.647744,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,32780.653083,302.312214,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,23385.901286,60.453213,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,16519.644622,66.669638,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,1922.233214,71.380330,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",4,40,223.619301,6.376312,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,4
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,41220.233731,345.689943,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,128,update,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,40359.800955,277.616143,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1024,update,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,29989.473362,306.562273,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,8192,update,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,22485.016190,218.325620,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,16384,update,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,2984.622408,59.237920,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,131072,update,8
"se.su.dsv.online_concurrent.OnlineConcurrentBench.operationsRunner","thrpt",8,40,259.182018,4.357224,"ops/s",ONLINE_ADAPTIVE_LIST,STRING_DICTIONARY,42,1048576,update,8
